__run_id,__done,model,method,length,topic,execution_time,%cpu_usage,%gpu_usage,%memory_usage,codecarbon__energy_consumed,energy_consumed(J)
run_32_repetition_8,DONE,qwen2:7b,local,1000,William Shakespeare,52.041688,3.849,93.185,72.912,0.0001606666363,578.3998906
run_11_repetition_25,DONE,gemma:2b,remote,1000,Justin Bieber,10.961754,5.375,0.343,58.075,7.70E-06,2.77E+01
run_27_repetition_12,DONE,qwen2:1.5b,remote,100,Mila Kunis,7.61967,25.6,1.234,57.8,2.09E-06,7.53E+00
run_33_repetition_17,DONE,qwen2:7b,remote,100,Elizabeth II,10.980623,7.95,0.35,63.525,7.66E-06,2.76E+01
run_2_repetition_18,DONE,llama3.1:8b,local,1000,Tom Cruise,64.248413,3.102,93.201,75.335,0.0001887538929,679.5140145
run_21_repetition_9,DONE,phi3:3.8b,remote,100,Jennifer Aniston,8.73752,8.7,0.731,58.25,3.96E-06,1.42E+01
run_30_repetition_8,DONE,qwen2:7b,local,100,Jay-Z,22.090607,3.593,94.258,73.186,5.16E-05,1.86E+02
run_38_repetition_27,DONE,mistral:7b,local,1000,Cristiano Ronaldo,45.329155,6.763,91.15,74.98,0.0001288675022,463.9230078
run_33_repetition_29,DONE,qwen2:7b,remote,100,Singapore,9.893247,15.267,0.323,59.3,5.80E-06,2.09E+01
run_29_repetition_12,DONE,qwen2:1.5b,remote,1000,Japan,10.923501,4.95,0.372,57.85,7.79E-06,2.81E+01
run_16_repetition_7,DONE,gemma:7b,remote,500,Queen Victoria,13.188233,6.45,0.259,58.2,1.14E-05,4.09E+01
run_39_repetition_14,DONE,mistral:7b,remote,100,John Cena,8.752913,8.8,0.915,52.75,3.96E-06,1.42E+01
run_34_repetition_7,DONE,qwen2:7b,remote,500,Vietnam War,16.514391,3.922,0.218,66.144,1.69E-05,6.10E+01
run_32_repetition_16,DONE,qwen2:7b,local,1000,India,49.861402,3.505,92.297,73.005,0.0001412206183,508.3942258
run_34_repetition_19,DONE,qwen2:7b,remote,500,Kobe Bryant,15.438567,3.888,0.222,57.312,1.51E-05,5.43E+01
run_34_repetition_0,DONE,qwen2:7b,remote,500,"Prince Philip, Duke of Edinburgh",14.310786,4.771,0.176,54.714,1.33E-05,4.78E+01
run_3_repetition_22,DONE,llama3.1:8b,remote,100,Ryan Reynolds,9.865285,11.767,0.463,52.9,5.79E-06,2.09E+01
run_5_repetition_9,DONE,llama3.1:8b,remote,1000,World War I,20.961162,11.715,0.164,54.023,2.44E-05,8.77E+01
run_9_repetition_22,DONE,gemma:2b,remote,100,Australia,7.653894,16,1.481,55.2,2.08E-06,7.50E+00
run_17_repetition_18,DONE,gemma:7b,remote,1000,Tupac Shakur,14.303837,3.643,0.187,57.886,1.33E-05,4.78E+01
run_36_repetition_24,DONE,mistral:7b,local,100,Tom Cruise,18.759017,27.836,77.092,70.536,2.13E-05,7.66E+01
run_23_repetition_29,DONE,phi3:3.8b,remote,1000,Elvis Presley,33.1743,2.658,0.25,56.046,3.51E-05,1.26E+02
run_23_repetition_15,DONE,phi3:3.8b,remote,1000,Tupac Shakur,15.420239,2.6,0.054,56.287,1.51E-05,5.45E+01
run_11_repetition_3,DONE,gemma:2b,remote,1000,Kanye West,9.879214,6.267,0.646,61.9,5.83E-06,2.10E+01
run_29_repetition_20,DONE,qwen2:1.5b,remote,1000,COVID-19 pandemic,9.868525,5.433,0.463,57.833,5.82E-06,2.10E+01
run_16_repetition_10,DONE,gemma:7b,remote,500,Bruce Lee,13.12721,2.133,0.249,58.083,1.14E-05,4.10E+01
run_0_repetition_7,DONE,llama3.1:8b,local,100,The Big Bang Theory,16.536229,4.178,74.595,73.933,1.73E-05,6.23E+01
run_1_repetition_29,DONE,llama3.1:8b,local,500,List of presidents of the United States,65.316005,3.019,99.645,69.081,0.0001923566992,692.4841173
run_27_repetition_23,DONE,qwen2:1.5b,remote,100,Marilyn Monroe,7.652214,14.8,1.242,55.9,2.09E-06,7.52E+00
run_12_repetition_25,DONE,gemma:7b,local,100,Rihanna,17.707616,4.01,52.31,82.11,1.89E-05,6.80E+01
run_22_repetition_15,DONE,phi3:3.8b,remote,500,John Cena,7.663862,15.5,1.287,76.8,2.08E-06,7.50E+00
run_14_repetition_9,DONE,gemma:7b,local,1000,List of presidents of the United States,53.197723,3.069,91.073,85.56,0.000164755525,593.1198898
run_8_repetition_23,DONE,gemma:2b,local,1000,"Meghan, Duchess of Sussex",17.646951,5.19,83.591,61.38,1.90E-05,6.84E+01
run_6_repetition_21,DONE,gemma:2b,local,100,United States,9.896137,31.267,66.53,63.867,5.94E-06,2.14E+01
run_8_repetition_28,DONE,gemma:2b,local,1000,Breaking Bad,17.619921,30.39,98.864,65.3,1.95E-05,7.00E+01
run_16_repetition_6,DONE,gemma:7b,remote,500,Nicki Minaj,14.287848,22.514,0.167,56.786,1.36E-05,4.88E+01
run_13_repetition_23,DONE,gemma:7b,local,500,Vladimir Putin,39.830567,2.757,85.704,77.113,0.0001152418011,414.8704839
run_37_repetition_19,DONE,mistral:7b,local,500,William Shakespeare,37.770911,3.3,95.484,74.504,0.0001077478472,387.8922501
run_3_repetition_29,DONE,llama3.1:8b,remote,100,Queen Victoria,8.76212,15,0.267,62.5,3.95E-06,1.42E+01
run_10_repetition_27,DONE,gemma:2b,remote,500,Vladimir Putin,9.808075,10.667,0.439,62.067,5.80E-06,2.09E+01
run_32_repetition_13,DONE,qwen2:7b,local,1000,The Beatles,53.027819,4.298,92.02,72.857,0.0001617806567,582.4103642
run_24_repetition_20,DONE,qwen2:1.5b,local,100,Eminem,9.926955,7.9,80.127,60.167,5.83E-06,2.10E+01
run_16_repetition_14,DONE,gemma:7b,remote,500,Game of Thrones,12.119636,8.54,0.134,63.32,9.53E-06,3.43E+01
run_36_repetition_6,DONE,mistral:7b,local,100,Winston Churchill,17.668969,3.55,73.391,66.35,1.91E-05,6.89E+01
run_30_repetition_0,DONE,qwen2:7b,local,100,Elizabeth II,17.669957,3.56,82.734,71.81,1.92E-05,6.92E+01
run_2_repetition_29,DONE,llama3.1:8b,local,1000,Australia,71.941304,5.527,98.983,72.998,0.0002292789005,825.4040417
run_40_repetition_29,DONE,mistral:7b,remote,500,Germany,14.276782,5.329,0.197,54.686,1.33E-05,4.79E+01
run_3_repetition_0,DONE,llama3.1:8b,remote,100,Jeffrey Dahmer,8.703688,27.75,0.699,49,4.06E-06,1.46E+01
run_36_repetition_13,DONE,mistral:7b,local,100,Arnold Schwarzenegger,15.465992,3.087,99.506,75.438,1.54E-05,5.53E+01
run_29_repetition_19,DONE,qwen2:1.5b,remote,1000,Eminem,9.851088,7.3,0.497,62.367,5.80E-06,2.09E+01
run_39_repetition_25,DONE,mistral:7b,remote,100,China,8.708354,15.85,0.833,76.8,3.97E-06,1.43E+01
run_15_repetition_22,DONE,gemma:7b,remote,100,Elvis Presley,8.7533,15.25,0.749,56.05,3.94E-06,1.42E+01
run_30_repetition_6,DONE,qwen2:7b,local,100,Pablo Escobar,22.132345,2.714,95.104,71.957,5.19E-05,1.87E+02
run_15_repetition_19,DONE,gemma:7b,remote,100,Rihanna,8.726511,7.65,0.798,46.8,3.94E-06,1.42E+01
run_30_repetition_26,DONE,qwen2:7b,local,100,Nicki Minaj,25.41143,5.865,80.009,72.253,5.78E-05,2.08E+02
run_9_repetition_9,DONE,gemma:2b,remote,100,China,7.632816,16,0.756,57.5,2.11E-06,7.58E+00
run_4_repetition_3,DONE,llama3.1:8b,remote,500,Germany,14.206966,10.429,0.188,58.029,1.33E-05,4.77E+01
run_9_repetition_12,DONE,gemma:2b,remote,100,Taylor Swift,8.735386,6.35,0.791,45.85,3.96E-06,1.43E+01
run_12_repetition_2,DONE,gemma:7b,local,100,Kim Kardashian,16.582793,4.011,59.633,82.122,1.75E-05,6.31E+01
run_39_repetition_9,DONE,mistral:7b,remote,100,Keanu Reeves,9.889692,5.433,0.537,76.833,5.83E-06,2.10E+01
run_23_repetition_24,DONE,phi3:3.8b,remote,1000,The Walking Dead (TV series),18.7474,3.245,0.269,66.355,2.08E-05,7.47E+01
run_3_repetition_18,DONE,llama3.1:8b,remote,100,India,7.621934,16,1.773,59.8,2.12E-06,7.64E+00
run_25_repetition_28,DONE,qwen2:1.5b,local,500,Taylor Swift,19.854809,4.333,88.608,55.058,2.26E-05,8.12E+01
run_16_repetition_22,DONE,gemma:7b,remote,500,Keanu Reeves,13.167725,3.467,0.214,52.217,1.14E-05,4.11E+01
run_31_repetition_4,DONE,qwen2:7b,local,500,Titanic,48.762855,7.703,91.526,72.858,0.0001414135929,509.0889345
run_18_repetition_12,DONE,phi3:3.8b,local,100,Tom Brady,16.605835,6.589,79.658,67,1.70E-05,6.13E+01
run_30_repetition_14,DONE,qwen2:7b,local,100,India,27.62542,4.226,89.856,72.511,7.82E-05,2.82E+02
run_30_repetition_4,DONE,qwen2:7b,local,100,John Cena,22.162517,2.707,81.021,71.879,5.28E-05,1.90E+02
run_39_repetition_8,DONE,mistral:7b,remote,100,Winston Churchill,8.593379,43,0.95,50.05,4.48E-06,1.61E+01
run_7_repetition_5,DONE,gemma:2b,local,500,Brad Pitt,18.771142,18.991,89.265,64.764,2.14E-05,7.70E+01
run_17_repetition_17,DONE,gemma:7b,remote,1000,Jennifer Aniston,13.176341,2.617,0.257,54.167,1.14E-05,4.10E+01
run_18_repetition_26,DONE,phi3:3.8b,local,100,Ted Bundy,16.487287,3.189,99.873,67.8,1.71E-05,6.17E+01
run_32_repetition_0,DONE,qwen2:7b,local,1000,Keanu Reeves,58.597015,3.564,95.138,71.119,0.0001829670298,658.6813074
run_36_repetition_14,DONE,mistral:7b,local,100,Titanic,16.557407,3.978,85.077,70.311,1.71E-05,6.16E+01
run_23_repetition_26,DONE,phi3:3.8b,remote,1000,LeBron James,17.546776,4.5,0.233,46.68,1.88E-05,6.76E+01
run_8_repetition_17,DONE,gemma:2b,local,1000,Vladimir Putin,19.870926,3.133,86.789,65.175,2.26E-05,8.13E+01
run_26_repetition_28,DONE,qwen2:1.5b,local,1000,"Princess Margaret, Countess of Snowdon",15.430111,4.625,85.366,62.975,1.51E-05,5.45E+01
run_12_repetition_17,DONE,gemma:7b,local,100,Jennifer Aniston,16.592302,6.633,67.515,83.311,1.70E-05,6.10E+01
run_8_repetition_9,DONE,gemma:2b,local,1000,Japan,22.149329,2.886,89.724,63.779,5.17E-05,1.86E+02
run_35_repetition_1,DONE,qwen2:7b,remote,1000,Manchester United F.C.,17.621098,4.84,0.167,57.77,1.88E-05,6.77E+01
run_10_repetition_24,DONE,gemma:2b,remote,500,Barack Obama,9.882299,5.3,0.508,65.233,5.82E-06,2.10E+01
run_39_repetition_22,DONE,mistral:7b,remote,100,Canada,9.91311,3.8,0.55,61.967,5.83E-06,2.10E+01
run_28_repetition_28,DONE,qwen2:1.5b,remote,500,Miley Cyrus,8.763643,9.25,0.927,75.2,3.97E-06,1.43E+01
run_22_repetition_24,DONE,phi3:3.8b,remote,500,Johnny Depp,16.497834,3.644,0.158,57.811,1.69E-05,6.10E+01
run_27_repetition_5,DONE,qwen2:1.5b,remote,100,Lady Gaga,8.753693,18.35,0.678,58.15,3.94E-06,1.42E+01
run_41_repetition_17,DONE,mistral:7b,remote,1000,Jeffrey Dahmer,15.380027,3.512,0.239,63.713,1.52E-05,5.46E+01
run_7_repetition_0,DONE,gemma:2b,local,500,India,16.565112,3.944,95.787,60.867,1.71E-05,6.16E+01
run_29_repetition_11,DONE,qwen2:1.5b,remote,1000,Elvis Presley,10.997086,5.85,0.357,59.225,7.69E-06,2.77E+01
run_22_repetition_27,DONE,phi3:3.8b,remote,500,Donald Trump,12.066406,3.2,0.261,51.22,9.55E-06,3.44E+01
run_34_repetition_12,DONE,qwen2:7b,remote,500,Tom Cruise,15.348706,3.538,0.239,62.9,1.51E-05,5.45E+01
run_10_repetition_2,DONE,gemma:2b,remote,500,Elon Musk,9.871186,5.333,0.617,56.5,5.80E-06,2.09E+01
run_27_repetition_20,DONE,qwen2:1.5b,remote,100,John F. Kennedy,8.704609,7.55,0.538,61.1,3.97E-06,1.43E+01
run_32_repetition_7,DONE,qwen2:7b,local,1000,Academy Awards,60.907315,3.196,98.151,65.839,0.0001853754224,667.3515207
run_4_repetition_2,DONE,llama3.1:8b,remote,500,Ryan Reynolds,14.272454,3.143,0.177,58.214,1.33E-05,4.78E+01
run_19_repetition_18,DONE,phi3:3.8b,local,500,France,36.536898,2.704,99.878,75.878,0.0001030882511,371.117704
run_6_repetition_18,DONE,gemma:2b,local,100,Joe Biden,11.081938,5.65,92.455,55.675,7.73E-06,2.78E+01
run_31_repetition_10,DONE,qwen2:7b,local,500,Manchester United F.C.,44.180301,4.094,98.892,73.641,0.0001320612276,475.4204192
run_2_repetition_16,DONE,llama3.1:8b,local,1000,Nicki Minaj,66.436895,2.735,93.529,67.972,0.0001931727718,695.4219786
run_12_repetition_7,DONE,gemma:7b,local,100,Michael Jordan,13.26263,4.05,82.617,77.867,1.14E-05,4.11E+01
run_4_repetition_7,DONE,llama3.1:8b,remote,500,"Prince Philip, Duke of Edinburgh",16.541201,3.478,0.22,75.578,1.70E-05,6.13E+01
run_10_repetition_15,DONE,gemma:2b,remote,500,Israel,9.851328,5.3,0.452,56.067,5.80E-06,2.09E+01
run_20_repetition_20,DONE,phi3:3.8b,local,1000,Singapore,57.601593,3.378,97.132,76.228,0.0001639845808,590.3444909
run_10_repetition_1,DONE,gemma:2b,remote,500,Ariana Grande,9.86397,6.633,0.471,54.833,5.84E-06,2.10E+01
run_39_repetition_27,DONE,mistral:7b,remote,100,Jeffrey Dahmer,8.744698,8.85,0.75,66.45,3.96E-06,1.43E+01
run_7_repetition_27,DONE,gemma:2b,local,500,Ryan Reynolds,21.075984,4.669,91.113,64.846,2.45E-05,8.80E+01
run_15_repetition_9,DONE,gemma:7b,remote,100,Michael Jordan,8.744186,7,0.234,57.95,3.96E-06,1.43E+01
run_23_repetition_27,DONE,phi3:3.8b,remote,1000,COVID-19 pandemic,22.135137,2.086,0.206,52.457,5.16E-05,1.86E+02
run_10_repetition_25,DONE,gemma:2b,remote,500,Stephen Hawking,8.77044,8.1,0.36,73.6,3.96E-06,1.42E+01
run_4_repetition_25,DONE,llama3.1:8b,remote,500,Vladimir Putin,15.382495,3.312,0.173,49.775,1.51E-05,5.45E+01
run_20_repetition_26,DONE,phi3:3.8b,local,1000,Vladimir Putin,57.582472,4.783,99.066,75.837,0.0001641621995,590.9839182
run_25_repetition_19,DONE,qwen2:1.5b,local,500,India,21.025526,4.908,92.239,60.492,2.45E-05,8.83E+01
run_18_repetition_11,DONE,phi3:3.8b,local,100,Russia,13.275772,4.6,85.143,74.217,1.14E-05,4.11E+01
run_40_repetition_8,DONE,mistral:7b,remote,500,France,14.326873,5.986,0.259,46.871,1.32E-05,4.76E+01
run_32_repetition_27,DONE,qwen2:7b,local,1000,Bruce Lee,49.651966,5.744,91.343,72.974,0.0001415646248,509.6326492
run_24_repetition_25,DONE,qwen2:1.5b,local,100,Tom Brady,8.828369,29.65,89.608,62.95,4.13E-06,1.49E+01
run_12_repetition_6,DONE,gemma:7b,local,100,LeBron James,15.453914,2.775,89.549,76.212,1.51E-05,5.45E+01
run_0_repetition_10,DONE,llama3.1:8b,local,100,William Shakespeare,15.437214,16.163,91.321,75.975,1.55E-05,5.60E+01
run_1_repetition_9,DONE,llama3.1:8b,local,500,New York City,45.381159,4.223,94.541,75.26,0.0001327797582,478.0071295
run_22_repetition_16,DONE,phi3:3.8b,remote,500,Jay-Z,13.162602,4.833,0.225,56.617,1.14E-05,4.11E+01
run_41_repetition_4,DONE,mistral:7b,remote,1000,Vladimir Putin,14.355643,2.971,0.222,75.814,1.32E-05,4.76E+01
run_4_repetition_16,DONE,llama3.1:8b,remote,500,Marilyn Monroe,14.271875,2.643,0.183,47.586,1.33E-05,4.78E+01
run_26_repetition_24,DONE,qwen2:1.5b,local,1000,Vietnam War,19.860549,4.992,96.253,62.067,2.27E-05,8.16E+01
run_2_repetition_22,DONE,llama3.1:8b,local,1000,COVID-19 pandemic,67.609297,3.22,94.664,72.487,0.0002106515413,758.3455488
run_8_repetition_16,DONE,gemma:2b,local,1000,Star Wars,17.683505,3.72,99.734,62.41,1.90E-05,6.84E+01
run_37_repetition_17,DONE,mistral:7b,local,500,Leonardo DiCaprio,42.083647,3.316,91.529,75.019,0.0001245201752,448.2726309
run_19_repetition_15,DONE,phi3:3.8b,local,500,How I Met Your Mother,43.210831,3.097,93.067,76.148,0.0001187941272,427.6588578
run_5_repetition_24,DONE,llama3.1:8b,remote,1000,India,17.626459,2.86,0.189,62.18,1.89E-05,6.80E+01
run_22_repetition_10,DONE,phi3:3.8b,remote,500,Kobe Bryant,15.412903,16.788,0.219,56.762,1.58E-05,5.67E+01
run_38_repetition_10,DONE,mistral:7b,local,1000,Michael Jackson,47.569974,3.151,97.531,75.211,0.000133361373,480.1009428
run_0_repetition_21,DONE,llama3.1:8b,local,100,Joe Biden,14.357621,3.871,87.036,73.014,1.32E-05,4.76E+01
run_31_repetition_20,DONE,qwen2:7b,local,500,Keanu Reeves,38.740084,2.693,97.762,73.69,0.0001127996791,406.0788449
run_30_repetition_15,DONE,qwen2:7b,local,100,Ariana Grande,24.238691,3.231,82.819,67.344,5.63E-05,2.03E+02
run_5_repetition_23,DONE,llama3.1:8b,remote,1000,Chernobyl disaster,23.198613,2.433,0.296,51.473,5.32E-05,1.92E+02
run_21_repetition_23,DONE,phi3:3.8b,remote,100,Manchester United F.C.,12.102882,5.22,0.093,53.72,9.55E-06,3.44E+01
run_25_repetition_1,DONE,qwen2:1.5b,local,500,Singapore,12.120804,5.54,96.757,63.26,9.52E-06,3.43E+01
run_23_repetition_4,DONE,phi3:3.8b,remote,1000,Lil Wayne,15.390349,3.425,0.22,65.025,1.53E-05,5.49E+01
run_5_repetition_22,DONE,llama3.1:8b,remote,1000,Mark Zuckerberg,20.950989,2.138,0.209,46.938,2.45E-05,8.81E+01
run_34_repetition_15,DONE,qwen2:7b,remote,500,Ted Bundy,16.513852,3.044,0.24,55.289,1.70E-05,6.12E+01
run_26_repetition_10,DONE,qwen2:1.5b,local,1000,Lady Gaga,18.756487,4.418,98.376,60.427,2.08E-05,7.50E+01
run_17_repetition_24,DONE,gemma:7b,remote,1000,Lady Gaga,14.308061,4.8,0.223,52.486,1.32E-05,4.76E+01
run_15_repetition_24,DONE,gemma:7b,remote,100,Germany,8.770181,7.6,0.703,65.4,3.95E-06,1.42E+01
run_11_repetition_9,DONE,gemma:2b,remote,1000,Academy Awards,9.885782,7.233,0.677,55.567,5.82E-06,2.10E+01
run_32_repetition_28,DONE,qwen2:7b,local,1000,September 11 attacks,55.363346,2.691,98.829,66.666,0.0001855549705,667.9978939
run_31_repetition_27,DONE,qwen2:7b,local,500,Academy Awards,35.437671,2.762,87.57,72.519,9.16E-05,3.30E+02
run_37_repetition_2,DONE,mistral:7b,local,500,"Prince Philip, Duke of Edinburgh",35.394357,3.415,93.554,69.265,8.87E-05,3.19E+02
run_37_repetition_4,DONE,mistral:7b,local,500,Lady Gaga,42.02347,3.556,95.01,74.744,0.0001237884741,445.6385069
run_14_repetition_11,DONE,gemma:7b,local,1000,LeBron James,39.765312,2.613,87.566,75.62,0.0001154366534,415.5719522
run_2_repetition_17,DONE,llama3.1:8b,local,1000,"Prince Philip, Duke of Edinburgh",67.624691,3.12,93.93,75.644,0.000210542884,757.9543825
run_25_repetition_29,DONE,qwen2:1.5b,local,500,Kim Kardashian,12.141335,4.86,80.795,59.5,9.56E-06,3.44E+01
run_14_repetition_22,DONE,gemma:7b,local,1000,World War II,40.962942,3.152,87.146,85.055,0.000121932771,438.9579756
run_12_repetition_14,DONE,gemma:7b,local,100,The Beatles,19.985363,4.658,56.935,82.633,2.33E-05,8.37E+01
run_12_repetition_0,DONE,gemma:7b,local,100,Lady Gaga,13.228762,3.65,83.544,86.2,1.14E-05,4.11E+01
run_26_repetition_11,DONE,qwen2:1.5b,local,1000,Harry Potter,16.539217,3.544,99.155,62.778,1.70E-05,6.14E+01
run_4_repetition_27,DONE,llama3.1:8b,remote,500,Japan,15.437315,2.488,0.192,65.975,1.52E-05,5.45E+01
run_33_repetition_8,DONE,qwen2:7b,remote,100,Johnny Depp,9.77255,5.433,0.561,55.567,5.79E-06,2.08E+01
run_14_repetition_14,DONE,gemma:7b,local,1000,Rihanna,42.114996,22.844,85.59,84.997,0.0001305021456,469.807724
run_16_repetition_20,DONE,gemma:7b,remote,500,Brad Pitt,13.185059,31.817,0.225,60.667,1.18E-05,4.24E+01
run_18_repetition_5,DONE,phi3:3.8b,local,100,John F. Kennedy,16.596549,3.422,93.84,76.167,1.72E-05,6.18E+01
run_19_repetition_26,DONE,phi3:3.8b,local,500,Lady Gaga,50.86298,3.248,94.644,75.85,0.0001319403071,474.9851054
run_5_repetition_1,DONE,llama3.1:8b,remote,1000,Mark Zuckerberg,23.184977,2.373,0.303,74.887,5.34E-05,1.92E+02
run_29_repetition_23,DONE,qwen2:1.5b,remote,1000,Lil Wayne,9.864737,6.967,0.516,66.433,5.80E-06,2.09E+01
run_41_repetition_29,DONE,mistral:7b,remote,1000,Chernobyl disaster,13.196226,12.283,0.254,57.483,1.15E-05,4.13E+01
run_16_repetition_26,DONE,gemma:7b,remote,500,Jay-Z,13.172624,4.4,0.211,55.617,1.14E-05,4.12E+01
run_29_repetition_6,DONE,qwen2:1.5b,remote,1000,Rihanna,9.863873,5.467,0.517,58.733,5.92E-06,2.13E+01
run_9_repetition_13,DONE,gemma:2b,remote,100,Muhammad Ali,7.646381,14.8,1.039,53.3,2.09E-06,7.52E+00
run_15_repetition_6,DONE,gemma:7b,remote,100,World War I,9.840621,6.133,0.493,65.9,5.82E-06,2.10E+01
run_7_repetition_29,DONE,gemma:2b,local,500,Ted Bundy,19.893988,3.7,91.139,63.208,2.27E-05,8.18E+01
run_1_repetition_21,DONE,llama3.1:8b,local,500,Stephen Hawking,46.533199,2.986,90.969,72.175,0.000133919725,482.1110099
run_37_repetition_21,DONE,mistral:7b,local,500,Lionel Messi,42.050234,3.034,96.292,75.113,0.0001243513046,447.6646966
run_39_repetition_5,DONE,mistral:7b,remote,100,Keanu Reeves,8.729519,10.4,0.745,55.8,3.94E-06,1.42E+01
run_26_repetition_19,DONE,qwen2:1.5b,local,1000,Tom Cruise,14.307281,3.857,93.742,62.829,1.33E-05,4.80E+01
run_39_repetition_15,DONE,mistral:7b,remote,100,List of presidents of the United States,8.782011,6.8,0.716,62.5,3.97E-06,1.43E+01
run_32_repetition_5,DONE,qwen2:7b,local,1000,Earth,55.381028,2.975,98.174,72.386,0.0001659627605,597.4659378
run_15_repetition_28,DONE,gemma:7b,remote,100,Jay-Z,9.857989,4.967,0.504,56,5.83E-06,2.10E+01
run_24_repetition_12,DONE,qwen2:1.5b,local,100,Queen Victoria,9.928196,8.233,67.227,63.533,5.82E-06,2.10E+01
run_31_repetition_23,DONE,qwen2:7b,local,500,United Kingdom,49.793441,3.297,93.757,73.164,0.0001412870153,508.633255
run_37_repetition_5,DONE,mistral:7b,local,500,Muhammad Ali,43.162913,3.127,95.78,75.145,0.000124755294,449.1190585
run_13_repetition_29,DONE,gemma:7b,local,500,Earth,36.610114,20.544,90.355,85.363,0.0001106923313,398.4923926
run_4_repetition_0,DONE,llama3.1:8b,remote,500,Earth,14.223784,2.986,0.203,62.929,1.33E-05,4.77E+01
run_2_repetition_9,DONE,llama3.1:8b,local,1000,Elizabeth II,74.190441,3.272,94.149,73.943,0.0002319970906,835.1895261
run_5_repetition_10,DONE,llama3.1:8b,remote,1000,Ryan Reynolds,18.703793,2.236,0.224,52.964,2.06E-05,7.41E+01
run_12_repetition_21,DONE,gemma:7b,local,100,John Cena,13.243206,3.483,90.141,76.15,1.17E-05,4.20E+01
run_25_repetition_23,DONE,qwen2:1.5b,local,500,Ted Bundy,14.357658,4.171,86.27,62.829,1.33E-05,4.80E+01
run_34_repetition_6,DONE,qwen2:7b,remote,500,Tupac Shakur,13.18316,5.033,0.222,46.517,1.14E-05,4.11E+01
run_11_repetition_21,DONE,gemma:2b,remote,1000,Ryan Reynolds,9.854121,4.633,0.442,57.933,5.83E-06,2.10E+01
run_14_repetition_4,DONE,gemma:7b,local,1000,How I Met Your Mother,42.093812,4.022,90.113,85.456,0.0001299536771,467.8332376
run_21_repetition_16,DONE,phi3:3.8b,remote,100,Russia,8.756471,8.6,0.662,65.8,3.96E-06,1.43E+01
run_4_repetition_19,DONE,llama3.1:8b,remote,500,Marilyn Monroe,15.396782,4.138,0.173,51.2,1.51E-05,5.45E+01
run_27_repetition_19,DONE,qwen2:1.5b,remote,100,Charles III,7.653817,37.5,1.379,64.9,2.17E-06,7.83E+00
run_4_repetition_21,DONE,llama3.1:8b,remote,500,Manchester United F.C.,15.405432,4.25,0.207,47.012,1.51E-05,5.43E+01
run_9_repetition_27,DONE,gemma:2b,remote,100,Breaking Bad,8.804394,7.2,0.896,64.6,3.95E-06,1.42E+01
run_26_repetition_13,DONE,qwen2:1.5b,local,1000,France,20.995435,7.431,92.239,62.715,2.56E-05,9.21E+01
run_5_repetition_26,DONE,llama3.1:8b,remote,1000,Jeffrey Dahmer,19.825291,28.15,0.112,50.175,2.34E-05,8.42E+01
run_6_repetition_28,DONE,gemma:2b,local,100,List of Marvel Cinematic Universe films,12.133712,5.3,77.173,64.5,9.58E-06,3.45E+01
run_36_repetition_16,DONE,mistral:7b,local,100,Joe Biden,16.516675,4.644,94.561,74.567,1.73E-05,6.23E+01
run_35_repetition_4,DONE,qwen2:7b,remote,1000,Taylor Swift,18.769688,2.391,0.198,65.645,2.07E-05,7.44E+01
run_10_repetition_12,DONE,gemma:2b,remote,500,Academy Awards,9.864647,5.833,0.542,55.7,5.83E-06,2.10E+01
run_41_repetition_7,DONE,mistral:7b,remote,1000,Elon Musk,17.612475,3.8,0.163,55.61,1.88E-05,6.77E+01
run_25_repetition_27,DONE,qwen2:1.5b,local,500,Jennifer Aniston,15.430732,6.612,84.813,54.862,1.51E-05,5.45E+01
run_26_repetition_20,DONE,qwen2:1.5b,local,1000,Steve Jobs,14.343272,5.829,86.594,62.957,1.33E-05,4.80E+01
run_8_repetition_22,DONE,gemma:2b,local,1000,Vietnam War,20.974082,3.769,99.319,65.592,2.45E-05,8.81E+01
run_36_repetition_12,DONE,mistral:7b,local,100,Cristiano Ronaldo,22.145497,3.729,89.186,68.279,5.20E-05,1.87E+02
run_40_repetition_15,DONE,mistral:7b,remote,500,Angelina Jolie,14.277873,25.429,0.204,55.614,1.35E-05,4.87E+01
run_29_repetition_8,DONE,qwen2:1.5b,remote,1000,Mila Kunis,8.751486,7.9,0.765,52.35,3.96E-06,1.43E+01
run_25_repetition_0,DONE,qwen2:1.5b,local,500,John F. Kennedy,16.541712,3.756,87.009,61.756,1.70E-05,6.13E+01
run_14_repetition_15,DONE,gemma:7b,local,1000,Kim Kardashian,38.721968,2.348,96.792,74.241,0.0001131886342,407.4790832
run_40_repetition_4,DONE,mistral:7b,remote,500,The Beatles,15.432565,3.688,0.248,54.65,1.51E-05,5.45E+01
run_19_repetition_22,DONE,phi3:3.8b,local,500,Chernobyl disaster,33.236102,4.062,92.245,64.129,8.09E-05,2.91E+02
run_16_repetition_9,DONE,gemma:7b,remote,500,Jennifer Aniston,13.213062,5.483,0.292,64.417,1.14E-05,4.11E+01
run_5_repetition_13,DONE,llama3.1:8b,remote,1000,Jennifer Aniston,20.935618,2.792,0.171,46.923,2.45E-05,8.81E+01
run_35_repetition_11,DONE,qwen2:7b,remote,1000,Mila Kunis,15.408618,5.712,0.238,56.988,1.52E-05,5.46E+01
